fact,explanation,action,gen_time
"[0.024094868, 0.10236949, 0.04989825, -0.0051997975, -0.0042847693, 0.06445451, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.008005619049072266
"[0.2584648, 0.7107219, -0.071825005, 0.016879743, 0.0025567862, 0.021269498, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.14080314, 0.7257185, 0.049244925, -0.0280078, 0.010561613, -0.0054917433, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.0052016256, -0.00061103347, 1.8308772e-06, -8.7583774e-10, -0.0021904132, -5.9395643e-07, 1.0, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0011162757873535156
"[-0.24598837, 0.3962313, 0.060923643, -0.07133873, 0.011326363, -0.00089905935, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.16156825, 0.99863833, 0.056022186, -0.028539695, 0.003537489, -0.0063447356, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.03373413, 0.13686627, -0.03314495, 0.016122164, -0.038044553, -0.030962277, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.18622771, 0.9851735, 0.036362726, -0.0013589062, 0.01063904, -0.0043872097, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.0010281563, 0.13194616, 0.014911279, -0.0311666, 0.011367064, -0.05179163, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0010101795196533203
"[-0.3151576, 0.66251224, -0.04771901, -0.01561444, -0.03598184, 0.03667664, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.04813986, 0.18935767, 0.0043962756, -0.05454157, -0.038900312, 0.08509525, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.077738285, 0.97450405, 0.0530248, -0.03125544, 0.046686817, -0.02208009, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.26819038, 1.4780716, 0.3719384, 0.38904408, 0.4024115, 0.28218594, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.0046569826, 1.327758, -0.013103195, -0.024692653, -0.011998422, 0.035330873, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0009970664978027344
"[0.53993905, 0.9941693, -0.026107918, -0.04629401, 0.0045501376, -0.016125822, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.029363727, 0.060958896, 0.038775608, 0.0058875917, -0.010983357, -0.040131714, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.21480647, 0.5986782, 0.017575886, -0.0005539362, -0.00025985696, 0.009796912, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.040008735, 0.079246126, 0.030605962, 0.008333608, -0.02343434, -0.019112576, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.17846327, 0.77658594, -0.04735639, -0.017969651, -0.002664102, -0.0007776889, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0009984970092773438
"[0.008642292, 0.21197385, 0.024614848, -0.028018806, 0.022031693, 0.015270618, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.029444695, 0.17026077, -0.0002911442, -0.041025274, -0.019217052, 0.0276474, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.4999928, 0.44337174, -0.18901433, -0.0013772525, -0.0953159, -0.04789517, 0.0, 0.0]","[0, 2, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.08830051, 0.7341531, 0.05933115, -0.0508821, 0.010289931, 0.03566139, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.0022343635, 0.24721828, 0.00786929, -0.01333956, 0.010925011, -0.0030363142, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.17346525, 0.16695064, 0.074323446, -0.0025484369, 0.005635164, 0.011212869, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0009996891021728516
"[0.030888844, 0.08794807, 0.050058804, -0.010933149, -0.01836071, 0.026338097, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.02409544, 0.18667546, 0.0023808847, -0.0050734775, -0.02151011, 0.06756497, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.18678255, 1.3682625, 0.3743834, -0.22624037, 0.101778515, -0.022174977, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",3,0.0
"[0.042901706, 0.67244685, 0.07793455, -0.07884281, 0.005342523, -0.022255361, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.17679071, 0.8994912, -0.08168129, -0.017216654, -0.19479172, -0.24496868, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",2,0.0
"[-0.34858775, 0.5398838, 0.072475135, -0.13307689, 0.03238898, -0.0712389, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0010006427764892578
"[-0.13007832, 0.449535, 0.044837963, -0.030712727, 0.007483849, 0.027442733, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.43052396, 0.16446097, 0.01564327, 0.11578021, 0.3019563, 0.15427049, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.35168284, 0.43178424, 0.05097016, -0.12480966, 0.01675677, 0.0056234165, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[0.48130932, 0.7314776, -0.025312204, -0.050990064, 0.011833252, -0.014757956, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0010004043579101562
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.28267956, 1.2273281, 0.5223378, 0.15043537, 0.19393031, 0.14859504, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.33535725, 0.2657931, -0.040405363, -0.052443538, 0.003710028, 0.03385371, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.017407894, 0.434664, -0.008546585, -0.022153221, -0.012503637, -0.030422691, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.13369627, 1.4510827, 0.4845051, -0.17430924, 0.07996815, 0.19806199, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0.0009992122650146484
"[-0.2941811, 1.1114969, -0.045898143, -0.041772295, -0.02546528, 0.005632185, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[0.010431576, 0.66381925, 0.034467954, -0.03779368, 0.0013665495, -0.02925024, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.111600116, 0.27504754, -0.004742058, -0.012593674, -0.015720693, -0.025226336, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0010001659393310547
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0.0
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 1]",3,0.0
"[-0.08700933, 0.19039758, 0.02867054, -0.09214642, -0.041391265, 0.086192474, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.037695218, 0.12014481, 0.072334655, 0.029426659, 0.055191774, 0.088500194, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0009996891021728516
"[0.028320694, 0.16921514, -0.006791523, -0.032294687, 0.0052341637, -0.01382072, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.09091969, 0.6596273, 0.048947155, -0.040527817, 0.012428393, -0.02158609, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.001676178, 0.20215145, 0.051811557, 0.036248814, 0.111339696, 0.031170359, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.040155508, 0.8398594, -0.11574098, -0.08262861, -0.017736532, -0.030044219, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0010001659393310547
"[-0.05163927, 1.0771768, 0.0632284, -0.06809162, 0.0010206993, -0.017131776, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.022434998, 0.3199168, 0.05284161, -0.05888037, 0.033563863, 0.008306239, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.0044857026, 0.16130169, 0.05102246, -0.02560545, 0.05387298, 0.016028348, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.14610167, 0.48497537, -0.032083984, -0.052692607, -0.0005061342, -0.009626366, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.23151645, 0.8640318, 0.04821539, 0.009094829, 0.0898624, -0.12012813, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 1, 1]",3,0.0009999275207519531
"[-0.2707134, 0.34135574, 0.11297337, -0.12916836, 0.019608816, 0.019201135, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.08641491, 0.6223585, -0.028747654, -0.049916074, -0.01096763, -0.09001953, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.107713796, 0.91609955, 0.0019143295, 0.0038733955, -0.0075897276, 0.009343205, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.27648205, 1.2083397, 0.04098683, -0.05341472, 0.03420419, -0.057073973, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.30162364, 0.74998343, -0.017420404, -0.040720657, -0.012508856, 0.017783515, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0009996891021728516
"[-0.18797246, 1.2393591, -0.12174727, -0.04827027, -0.15890865, 0.1957805, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[0.013022328, 0.5530543, 0.11031196, -0.122658916, 0.01183152, 0.037603226, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.0008706093, 0.2448648, -0.008259963, -0.01955833, -0.00817957, -0.025378907, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.31196737, 0.5251139, 0.025530517, -0.019499863, 0.013100843, 0.044322688, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.18116817, 0.72323686, -0.07800089, 0.024041377, -0.0019217925, -0.0065874634, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0010004043579101562
"[-0.074838735, 0.78663987, -0.15307775, -0.07757786, -0.055336885, -0.030362051, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.20484152, 0.33566323, 0.0196313, -0.066210434, 0.006664183, -0.0074161096, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.027580071, 0.19869204, -0.045708574, -0.0053458074, -0.030000893, -0.0039487844, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.17219725, 0.8279786, -0.00524754, 0.033767298, -0.003160036, 0.027114142, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[-0.15291366, 0.62158173, 0.03442849, -0.04294906, -0.00027808384, 0.0020967403, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0009999275207519531
"[-0.029601574, 1.4091101, -0.0571553, -0.044649597, -0.01577249, 0.01037861, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",2,0.0
"[-0.25317937, 0.6000865, -0.01884538, -0.035973154, 0.004374621, -0.020448845, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.06884708, 1.3714414, -0.65102196, -0.23059724, 0.00944686, -0.062958896, 0.0, 0.0]","[1, 1, 1, 0, 0, 0, 0, 0]",2,0.0010004043579101562
"[0.1618989, 0.81048274, 0.031921297, -0.015789669, 0.025576953, -0.00035671002, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.20558576, 0.7094978, -0.0013434326, 0.0012680241, 0.004113547, -0.011113099, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.0049806596, -0.0017999315, -0.008753308, 0.017910343, -0.011327633, 0.06174454, 1.0, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0]",3,0.0
"[0.0032205582, 0.10054365, 0.039255895, -0.02284137, -0.0339847, 0.030044403, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.008090019, 0.14131874, -0.010036041, -0.025862377, 0.022052301, -0.015299147, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0009996891021728516
"[0.075195506, 0.85055727, 0.20318475, -0.040054694, 0.06418204, 0.081188746, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.01025095, 0.12718457, -0.0013381062, -0.0238391, 0.0029010675, 0.019455308, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.25754872, 0.64566654, -0.08505668, -0.061617512, -0.03814552, 0.08913676, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.2583925, 0.8018084, -0.051411897, -0.00238494, 0.0023979794, 0.041515656, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[0.15139303, 0.7311137, -0.06439613, 0.050439548, -0.005558608, -0.0074757403, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0009996891021728516
"[-0.0076351166, 0.13435207, -0.046607547, 0.034183525, -0.0119941365, -0.018369434, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.035773087, 0.11563347, 0.03289912, 0.0114520835, 0.009720784, -0.003655088, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.12666473, 0.63301235, -0.10988991, 0.0113225, -0.0064041433, -0.007093858, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[-0.02946062, 0.6006965, -0.017271468, -0.061220396, -0.0067825275, -0.023430265, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0010001659393310547
"[0.18703938, 0.8285131, 0.042118695, 0.010931113, 0.03098627, 0.016099114, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,0.0
"[-0.121885106, 0.7944796, 0.033719026, -0.033528823, 0.0070801363, 0.037845917, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[-0.11711712, 0.36692965, 0.08269863, -0.06555535, 0.0057979263, 0.019642012, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
"[0.17669344, 0.6996557, -0.025966931, 0.04488827, 0.00049347524, 0.017645182, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0010004043579101562
"[-0.15550995, 0.13323934, 0.05688984, -0.025283951, -0.0073700473, 0.0050063385, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",3,0.0
"[0.15182105, 1.0862145, 0.38589126, -0.28735626, 0.018649163, 0.0832091, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0]",3,0.0
"[-0.23307066, 1.2460729, -0.21543857, 0.026596721, -0.21037266, -0.068541765, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1, 1]",0,0.0
